,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
s154,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s155,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s156,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s157,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s158,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s159,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s160,24.507716986766084,24.102533432807327,23.24715148182677,22.448357190712983,13.60551953950124,13.021714569816384,6.284927182253419,16.998149984855143,18.2045668792174,20.145053022117494,22.507449621910677,24.86799370956958,24.99269803230537,25.0,25.0,25.0,25.0,25.0,24.32778042420194,23.25211014501523,24.89112600710185,24.992816325312468,24.99925763115644,25.0
s161,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s162,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s163,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s164,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s165,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s166,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s167,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s168,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s169,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s170,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s171,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s172,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s173,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s174,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s175,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s176,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s177,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s178,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s179,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s180,24.11156945378186,25.0,25.0,24.862321054893837,24.473417012852774,23.340553546878468,24.72053224043552,24.99945158265245,25.0,25.0,25.0,25.0,25.0,24.666222881632194,24.621837617873133,22.726716319762648,23.893196549667056,24.62011744081841,25.0,25.0,25.0,25.0,24.008709629442574,18.71001074549316
s181,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s182,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s183,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s184,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s185,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s186,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s187,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s188,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s189,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s190,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s191,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s192,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s193,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s194,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s195,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s196,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s197,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s198,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s199,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s200,22.396003374552215,20.765574058410184,21.895771945861892,20.80620934768604,23.89402815850752,23.626437801736454,24.537015891490512,23.07568755307324,19.060638093682364,22.27489976062376,17.996200476268683,17.589478457821446,12.037176100900991,10.947408363617916,13.904817013234771,12.686443811590754,16.871391978438872,21.839459405766448,24.10160214268125,19.45456439449137,17.245120098839916,23.16759176206963,23.8294178177589,24.999939580541852
s201,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s202,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s203,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s204,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s205,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s206,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s207,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s208,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s209,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s210,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s211,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s212,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s213,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s214,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s215,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s216,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s217,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s218,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s219,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s220,20.54673402669138,22.760586803658285,24.43668448991362,23.91529736934598,24.983871516894666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.90346135209669,25.0,25.0,24.861140797126694,24.11866253650847,24.285515986708397,24.391065579672443,25.0,21.98419373151488
s221,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s222,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s223,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s224,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s225,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s226,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s227,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s228,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s229,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s230,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s231,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s232,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s233,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s234,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
s235,22.75748006053216,23.37633785596665,20.033343256803427,20.97637938133912,14.920236429284493,18.67924831587471,21.28534902510217,21.964755013217946,23.658644171590794,22.9777507874786,22.75441594822136,18.30502934672752,15.465912616246875,8.321284537323931,18.649987719116247,20.490275049007927,13.052333535879198,5.744221697158574,5.12973931451988,6.541807982355918,11.786435755404124,19.76684872305322,23.244757145442602,19.741047030691
