,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
s42,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s43,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s44,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s45,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s46,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s47,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s48,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s49,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s50,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s51,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s52,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s53,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s54,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s55,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s56,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s57,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s58,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s59,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s60,20.536060241995585,23.88756948378203,24.97783450938563,25.0,25.0,25.0,25.0,24.974663548931844,25.0,25.0,25.0,25.0,25.0,24.999748955649046,24.979656030018802,24.44723485032077,24.47203454658526,24.334923881700764,21.984289530753244,20.370474453473488,17.094760202356564,15.963345802416425,19.115495082291247,18.16591449659305
s61,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s62,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s63,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s64,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s65,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s66,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s67,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s68,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s69,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s70,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s71,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s72,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s73,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s74,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s75,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s76,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s77,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s78,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
s79,24.717497271649734,24.98593026914264,23.989367205373586,21.66835870888839,23.750432319177985,22.936996187823052,24.023417206676665,24.01774976553648,22.285137955540637,22.441950223133773,22.977878916595728,23.572526978596354,24.99765280684913,24.56509305850509,22.869874111559433,17.824940731665357,4.2014941345329175,1.9845622890573296,7.008044816237751,16.546432579214134,18.885431958310534,17.508971105123408,13.298278080786721,18.190486544939755
